ticker,week_start,snapshot_type,snapshot_date,option_type,strike_offset,strike,last_price,bid,ask,volume,open_interest,implied_volatility,delta,gamma,theta,vega,rho
MSFT,2026-08-17,end,2026-08-20,call,2,485.0,1.35,1.38,1.5,10294.0,3871.0,0.3020089331054688,0.3121211367604273,0.04652129087064496,-1.3607237306253812,0.08911270994789121,0.0040729161333484445
MSFT,2026-08-17,end,2026-08-20,put,2,485.0,5.25,4.7,5.4,1167.0,2115.0,0.30762411132812495,-0.6846046625813897,0.04587718737904743,-1.3428526480181782,0.08951282455189494,-0.009171619984092267
GLD,2026-08-17,end,2026-08-20,call,-2,413.0,3.8,3.35,3.7,2289.0,2925.0,0.2778392529296875,0.6515481012677867,0.06123486273315552,-1.143685586145124,0.08037846467913434,0.00731054779417253
GLD,2026-08-17,end,2026-08-20,put,-2,413.0,1.5,1.53,1.64,382.0,167.0,0.30249720947265624,-0.35980083080689773,0.05688925307294665,-1.2143521445582721,0.08130157512074337,-0.0041379519665088
GLD,2026-08-17,end,2026-08-20,call,-1,414.0,2.96,2.82,2.99,1729.0,1065.0,0.26636475830078127,0.5918129029466834,0.06707344749680108,-1.1487694500563608,0.08440627778402307,0.0066504353591151566
GLD,2026-08-17,end,2026-08-20,put,-1,414.0,2.0,1.95,2.11,1042.0,74.0,0.3110420458984374,-0.420338612071973,0.05782850155140322,-1.3036716405316369,0.08497836953676244,-0.004839496673315943
GLD,2026-08-17,end,2026-08-20,call,0,415.0,2.49,2.32,2.48,11160.0,8080.0,0.27075924560546877,0.5233005934066356,0.06767238851301248,-1.1937056032894398,0.08656496462464855,0.00588506033128697
GLD,2026-08-17,end,2026-08-20,put,0,415.0,2.5,2.44,2.62,761.0,75.0,0.31702343139648437,-0.47920225519963433,0.05781683777865257,-1.3521809149997261,0.0865950470203558,-0.005523098394409232
GLD,2026-08-17,end,2026-08-20,call,1,416.0,2.05,1.9,2.05,5406.0,661.0,0.27674063110351554,0.45673405692714636,0.06593247266658411,-1.2118179646699059,0.08620245721350547,0.005139574654443424
GLD,2026-08-17,end,2026-08-20,call,2,417.0,1.62,1.56,1.68,1645.0,1955.0,0.282233740234375,0.3940451103865883,0.06272473384700629,-1.1966787238015273,0.08363635813047124,0.0044365692188560665
GLD,2026-08-17,end,2026-08-20,put,2,417.0,3.5,3.55,3.85,171.0,3.0,0.33350275878906255,-0.5890076807918593,0.05365924430206779,-1.3846082180903887,0.08454566376775043,-0.006805938043426836
VIX,2026-08-17,end,2026-08-20,call,-2,14.5,2.4,1.57,2.92,29.0,0.0,1.74609501953125,0.7112922889253618,0.09530425320916087,-0.10295229153505484,0.007011665968634046,0.00150202488330286
VIX,2026-08-17,end,2026-08-20,put,-2,14.5,0.02,0.01,0.04,54.0,0.0,0.500005,-0.05627208261390926,0.11035976948878454,-0.009593711012523183,0.002325017328856939,-0.00015224100093440873
VIX,2026-08-17,end,2026-08-20,call,-1,15.0,1.85,1.15,2.43,3822.0,0.0,1.5390648046875,0.6671215679006223,0.11503016151048485,-0.09657361425798858,0.007459499661973832,0.0014607119308079548
VIX,2026-08-17,end,2026-08-20,put,-1,15.0,0.05,0.01,0.08,586.0,0.0,0.500005,-0.14502067735680468,0.22209264917632038,-0.019252339064776993,0.00467896281714476,-0.00039460055296958375
VIX,2026-08-17,end,2026-08-20,call,0,16.0,1.05,0.49,1.39,7196.0,0.0,1.142582412109375,0.5325441958223487,0.16953280227931672,-0.07848129423422183,0.008161732139590294,0.0012463369875013023
VIX,2026-08-17,end,2026-08-20,put,0,16.0,0.25,0.0,0.0,9204.0,0.0,0.0039162109375,-0.007005779702467851,2.4259043248778434,-1.682697619886329e-06,0.00040029559126748604,-1.8440701066379482e-05
VIX,2026-08-17,end,2026-08-20,call,1,17.0,0.62,0.22,0.81,1259.0,0.0,1.0996138769531252,0.3628805692096011,0.1662002458887605,-0.07109898642854555,0.007700393807575188,0.0008698148199428833
VIX,2026-08-17,end,2026-08-20,put,1,17.0,0.8,0.5,1.21,589.0,0.0,0.6953155468750001,-0.7329088991936821,0.230406906864914,-0.037800465946540594,0.006750228837604966,-0.002126426537742512
VIX,2026-08-17,end,2026-08-20,call,2,18.0,0.4,0.3,0.77,945.0,0.0,1.4921900390624998,0.30378764667689706,0.11415610237873504,-0.08968862195587171,0.0071773534067584325,0.0007110366827221147
VIX,2026-08-17,end,2026-08-20,put,2,18.0,1.51,1.01,2.36,10.0,0.0,1.25390998046875,-0.7403996984814372,0.12592229393581772,-0.06807645880993124,0.00665288548383349,-0.0023351938675520065
ETHA,2026-08-17,end,2026-08-20,call,-2,16.5,1.04,1.01,1.16,13013.0,7006.0,0.8906260937499999,0.9113127925444253,0.19633038244736664,-0.06721911899174389,0.001475517168048488,0.0004084295109565446
ETHA,2026-08-17,end,2026-08-20,put,-2,16.5,0.02,0.01,0.03,1812.0,231.0,0.7812521875,-0.06281070343073403,0.17203035909167524,-0.044187701177468536,0.0011341165331651484,-3.074532770997587e-05
ETHA,2026-08-17,end,2026-08-20,call,-1,17.0,0.61,0.6,0.64,11628.0,7404.0,0.710940390625,0.8097507512284756,0.4158534256028604,-0.09006122704846131,0.0024947946911586024,0.0003723228459602915
ETHA,2026-08-17,end,2026-08-20,put,-1,17.0,0.06,0.07,0.08,16319.0,19.0,0.73437765625,-0.19760776551553627,0.4120010313901311,-0.09338991247961596,0.0025531662647768523,-9.708355766511937e-05
ETHA,2026-08-17,end,2026-08-20,call,0,17.5,0.3,0.28,0.3,12159.0,4391.0,0.7226590234375,0.5386449521551467,0.5981387836336536,-0.13272488747960906,0.003647512025835289,0.00025101636345847876
ETHA,2026-08-17,end,2026-08-20,put,0,17.5,0.23,0.24,0.26,2003.0,2.0,0.7500025,-0.4622016963990957,0.576449847861113,-0.13596190572080413,0.0036482583011422116,-0.00022906741647354901
ETHA,2026-08-17,end,2026-08-20,call,1,18.0,0.13,0.12,0.14,15191.0,3576.0,0.8203142968749999,0.28575915448369427,0.4511071528276677,-0.12857259981195268,0.003122635793307494,0.00013379977733688893
ETHA,2026-08-17,end,2026-08-20,put,1,18.0,0.58,0.53,0.61,46.0,5.0,0.7851583984375,-0.7234204403314586,0.46393167652498224,-0.11932444180530681,0.003073779050670803,-0.00036341617206478704
ETHA,2026-08-17,end,2026-08-20,call,2,18.5,0.06,0.06,0.07,12103.0,71.0,0.945313046875,0.14948896735770478,0.2678901326483909,-0.10126367875091068,0.0021369467911010135,7.00768721398474e-05
META,2026-08-17,end,2026-08-20,call,-2,535.0,12.0,11.55,13.25,239.0,1335.0,0.5705609350585938,0.7547105247812067,0.01929729667624068,-2.604293499717906,0.0898711860518972,0.010921983295217479
META,2026-08-17,end,2026-08-20,put,-2,535.0,1.08,1.04,1.17,7623.0,2054.0,0.4204159521484375,-0.1771371926872748,0.021626613405833685,-1.5501243706960448,0.0742146544366634,-0.0026807615924604104
META,2026-08-17,end,2026-08-20,call,-1,540.0,8.2,7.8,9.05,3834.0,1331.0,0.4996387927246094,0.6655172314099487,0.025506170454660013,-2.634592010104876,0.10402156280172127,0.009703378064570863
META,2026-08-17,end,2026-08-20,put,-1,540.0,2.32,2.11,2.36,11138.0,4940.0,0.4157773266601562,-0.3053846462055019,0.029504274402419768,-2.064457289126501,0.10013080490816612,-0.004631010184169521
META,2026-08-17,end,2026-08-20,call,0,545.0,5.2,5.2,5.5,9506.0,1526.0,0.44556218505859374,0.5323838554413767,0.031236097170001347,-2.5597641759337746,0.11360228228686677,0.007809916578601886
META,2026-08-17,end,2026-08-20,put,0,545.0,4.26,3.95,4.45,7813.0,3713.0,0.42615319946289065,-0.4665577472064888,0.03265155336104293,-2.393781974684925,0.1135773069397524,-0.007098207793069715
META,2026-08-17,end,2026-08-20,call,1,550.0,3.25,3.1,3.35,12709.0,5444.0,0.4519097778320313,0.3799418642778614,0.029489215901964377,-2.478566131644207,0.10877696303370281,0.005589379611893338
META,2026-08-17,end,2026-08-20,put,1,550.0,7.26,6.85,7.45,2076.0,8906.0,0.445318046875,-0.6219115726285411,0.02988084500221807,-2.383194117014631,0.10861383208520711,-0.00950333864117786
META,2026-08-17,end,2026-08-20,call,2,555.0,1.86,1.84,1.95,8569.0,1860.0,0.4633842724609375,0.2512409473267626,0.02406626577457122,-2.1227458255301257,0.09102736353237613,0.0037033202631406564
META,2026-08-17,end,2026-08-20,put,2,555.0,10.8,10.55,11.15,546.0,2145.0,0.46680220703125,-0.7471350954490558,0.023971398063117502,-2.0893229465513063,0.09133731289895167,-0.011477185437136779
SLV,2026-08-17,end,2026-08-20,call,-2,60.5,1.33,1.26,1.36,4816.0,2062.0,0.4804739453125,0.7798791804716523,0.1910024118616707,-0.23438816275659652,0.009559229042806794,0.0012800805716269854
SLV,2026-08-17,end,2026-08-20,put,-2,60.5,0.23,0.17,0.22,9463.0,89.0,0.5019581054687501,-0.22969467391041798,0.18729362552024864,-0.2443184103110147,0.009792749429577896,-0.00039402843800388917
SLV,2026-08-17,end,2026-08-20,call,-1,61.0,0.98,0.94,1.01,13561.0,9769.0,0.48828636718750007,0.6692384715341445,0.23001484478560197,-0.2897039819468769,0.011698889497441472,0.0011027732898710207
SLV,2026-08-17,end,2026-08-20,put,-1,61.0,0.38,0.35,0.39,8161.0,4163.0,0.50586431640625,-0.33596444825411653,0.22339460626940325,-0.29559259668746934,0.011771204445636327,-0.0005776445906264544
SLV,2026-08-17,end,2026-08-20,call,0,61.5,0.69,0.68,0.73,15401.0,3761.0,0.5029346582031251,0.5460610959768477,0.24413710041292927,-0.3249600708911223,0.01278967536511703,0.0009023820227118731
SLV,2026-08-17,end,2026-08-20,put,0,61.5,0.61,0.58,0.65,6318.0,74.0,0.5380905566406251,-0.45623023862159595,0.22833537713904872,-0.3414086125114785,0.012798018942531521,-0.0007874816247372908
SLV,2026-08-17,end,2026-08-20,call,1,62.0,0.51,0.46,0.53,29218.0,19191.0,0.5039112109375,0.4240865409879428,0.2408462238028405,-0.3211190310214033,0.012641774411437094,0.0007027919355675587
SLV,2026-08-17,end,2026-08-20,put,1,62.0,0.83,0.86,0.96,4179.0,1056.0,0.5634809277343751,-0.566809515742404,0.2162849080894958,-0.3540210780684174,0.012694617258640345,-0.000982354200625115
SLV,2026-08-17,end,2026-08-20,call,2,62.5,0.37,0.32,0.37,7472.0,1409.0,0.5273484765625001,0.3182014185404468,0.2096175967061604,-0.30555928301243124,0.01151435479438354,0.0005280610670153268
SLV,2026-08-17,end,2026-08-20,put,2,62.5,1.18,1.22,1.33,335.0,6.0,0.6054726953125001,-0.6583307988628938,0.18785676435862822,-0.3544270398245742,0.011847741630064397,-0.0011469520054511713
NFLX,2026-08-17,end,2026-08-20,call,-2,78.0,2.23,2.16,2.31,1150.0,12327.0,0.507817421875,0.8497559162151337,0.10957512674707637,-0.25527495556646246,0.009790962407503866,0.0018022931406227768
NFLX,2026-08-17,end,2026-08-20,put,-2,78.0,0.07,0.05,0.07,4995.0,6643.0,0.39063109375,-0.09029487245505918,0.0993451274684785,-0.13262818726844708,0.006828403654348417,-0.0002001491138968409
NFLX,2026-08-17,end,2026-08-20,call,-1,79.0,1.35,1.3,1.4,4048.0,12057.0,0.41211525390625,0.7516451164337405,0.18317884300547044,-0.2796771039554155,0.013283111139240958,0.0016117926649642192
NFLX,2026-08-17,end,2026-08-20,put,-1,79.0,0.18,0.17,0.18,7893.0,4714.0,0.34961587890624996,-0.21254702033933048,0.19791068245069043,-0.21108109934516786,0.012174922090108549,-0.0004715649722665679
NFLX,2026-08-17,end,2026-08-20,call,0,80.0,0.68,0.67,0.69,18218.0,33757.0,0.36914693359375,0.5419716772944615,0.2562096436738548,-0.3114996605310673,0.01664180936538874,0.0011709467716959055
NFLX,2026-08-17,end,2026-08-20,put,0,80.0,0.5,0.48,0.51,14016.0,13561.0,0.34570966796874997,-0.45569731892428056,0.2734051380390752,-0.2837221894940281,0.016631215922800143,-0.0010144254408765744
NFLX,2026-08-17,end,2026-08-20,call,1,81.0,0.26,0.27,0.29,24517.0,11122.0,0.37305314453125,0.2974717530447335,0.22133551704937202,-0.2733883801631482,0.014528728885858004,0.0006451472933021695
NFLX,2026-08-17,end,2026-08-20,put,1,81.0,1.08,1.07,1.15,3655.0,2803.0,0.37305314453125,-0.7025282469552665,0.22133551704937202,-0.2651715977532147,0.014528728885858004,-0.0015738056601436185
NFLX,2026-08-17,end,2026-08-20,call,2,82.0,0.12,0.11,0.12,15190.0,13126.0,0.4023497265625,0.14138416963593542,0.1327616866911674,-0.19022178335279785,0.009399013577516876,0.0003071175429044742
NFLX,2026-08-17,end,2026-08-20,put,2,82.0,1.92,1.87,2.0,319.0,2837.0,0.42383388671875,-0.8457983153413793,0.1335737107344107,-0.20402109375552968,0.009961448017290226,-0.001911657600520402
PFE,2026-08-17,end,2026-08-20,call,-2,27.0,0.84,0.78,0.88,2528.0,40009.0,0.6171913281250001,0.8191178509484214,0.2931796901992245,-0.12036825398440185,0.0038285820130373755,0.0005994796686645235
PFE,2026-08-17,end,2026-08-20,put,-2,27.0,0.01,0.0,0.01,338.0,6446.0,0.32813171874999997,-0.0451682277048161,0.1991872873802731,-0.022560590413281553,0.0013829105452407586,-3.463416067113741e-05
PFE,2026-08-17,end,2026-08-20,call,-1,27.5,0.4,0.32,0.46,927.0,5573.0,0.507817421875,0.6597457155030864,0.4961833392356544,-0.13717977011626034,0.005331311169985324,0.0004896396223634277
PFE,2026-08-17,end,2026-08-20,put,-1,27.5,0.05,0.04,0.06,5191.0,1053.0,0.2890696093749999,-0.23960130931789014,0.7386603371398353,-0.06461702338440695,0.004517846522110093,-0.00018406241289946462
PFE,2026-08-17,end,2026-08-20,call,0,28.0,0.07,0.07,0.09,4677.0,17215.0,0.3007882421875,0.32137757033692393,0.8188160544736025,-0.07926912073676629,0.005211124662535981,0.00024220076280704654
PFE,2026-08-17,end,2026-08-20,put,0,28.0,0.2,0.2,0.28,13057.0,3605.0,0.2617261328125,-0.7037704910338701,0.9080373962136156,-0.06379161187837008,0.005028460935767115,-0.0005434431406249451
PFE,2026-08-17,end,2026-08-20,call,1,28.5,0.01,0.01,0.02,3925.0,8282.0,0.35156898437499995,0.08751516102762141,0.3109950511564752,-0.040910414054183906,0.00231338699744596,6.607026937057891e-05
PFE,2026-08-17,end,2026-08-20,put,1,28.5,0.68,0.67,0.75,114.0,601.0,0.42188078125,-0.8700890323494628,0.34456023059156776,-0.062349378133745734,0.003075665836648546,-0.0006829158205895648
PFE,2026-08-17,end,2026-08-20,call,2,29.0,0.03,0.01,0.03,2454.0,6441.0,0.523442265625,0.06200509135363381,0.16052567492001682,-0.04670311416605303,0.00177785996093363,4.665457148775745e-05
PFE,2026-08-17,end,2026-08-20,put,2,29.0,1.04,1.13,1.31,168.0,284.0,0.8125018749999999,-0.8360855235832882,0.20913892887363103,-0.14357233012501155,0.003595369326658645,-0.0006723969620611302
SOFI,2026-08-17,end,2026-08-20,call,-2,17.0,0.96,0.91,1.02,876.0,14566.0,0.851563984375,0.88628136073799,0.24107792982877685,-0.078416535071492,0.0018061669398652393,0.000408641467177509
SOFI,2026-08-17,end,2026-08-20,put,-2,17.0,0.02,0.01,0.02,6047.0,19145.0,0.64062859375,-0.05574355961431565,0.1871006455980958,-0.033675748934079396,0.001054544121214981,-2.776314925672541e-05
SOFI,2026-08-17,end,2026-08-20,call,-1,17.5,0.49,0.45,0.49,2178.0,7258.0,0.51562984375,0.8148714582345855,0.5521464872842088,-0.06601148239980714,0.002504814156157835,0.0003871552436958338
SOFI,2026-08-17,end,2026-08-20,put,-1,17.5,0.07,0.05,0.07,10685.0,8951.0,0.5546919531250001,-0.20189611855929424,0.5411456045142498,-0.07287072662953224,0.0026408829381541787,-0.00010075590994679666
SOFI,2026-08-17,end,2026-08-20,call,0,18.0,0.16,0.16,0.17,28516.0,39057.0,0.5390671093750001,0.44426597980361215,0.7812854062193775,-0.10066399922324736,0.0037054051143981044,0.0002135830557406255
SOFI,2026-08-17,end,2026-08-20,put,0,18.0,0.26,0.24,0.25,13841.0,20202.0,0.5390671093750001,-0.5557340201963878,0.7812854062193775,-0.09883804757659545,0.0037054051143981044,-0.0002795176005806607
SOFI,2026-08-17,end,2026-08-20,call,1,18.5,0.06,0.05,0.06,21574.0,23779.0,0.64062859375,0.1761478786821168,0.43076732524617367,-0.07808390120743973,0.0024279079796744284,8.494125930251278e-05
SOFI,2026-08-17,end,2026-08-20,put,1,18.5,0.63,0.61,0.66,4065.0,4606.0,0.64062859375,-0.8238521213178832,0.43076732524617367,-0.07620722868171416,0.0024279079796744284,-0.0004218566374721425
SOFI,2026-08-17,end,2026-08-20,call,2,19.0,0.03,0.02,0.03,22646.0,48611.0,0.7812521875,0.07953939799045417,0.20199131068304707,-0.054375557713811716,0.001388375954720222,3.83392210211267e-05
SOFI,2026-08-17,end,2026-08-20,put,2,19.0,1.07,1.0,1.14,2030.0,6359.0,0.98437515625,-0.8660838588657109,0.23385199921073627,-0.09799160437995336,0.002025279101679798,-0.00045641839206617113
COIN,2026-08-17,end,2026-08-20,call,-2,167.5,6.05,5.8,6.65,1548.0,1731.0,0.913086806640625,0.7334429155257323,0.039882449688891444,-1.3652162457697277,0.029636276324302036,0.003292357776077028
COIN,2026-08-17,end,2026-08-20,put,-2,167.5,1.2,1.11,1.27,5731.0,187.0,0.84961087890625,-0.2525849340756209,0.04168683872115581,-1.2199069910717042,0.028823636263247684,-0.0012251569216493133
COIN,2026-08-17,end,2026-08-20,call,-1,170.0,4.4,4.4,4.7,9107.0,8351.0,0.9067392138671875,0.6236705925532411,0.04640853169609525,-1.5630523094423456,0.03424600912447692,0.002819967685716843
COIN,2026-08-17,end,2026-08-20,put,-1,170.0,2.11,1.93,2.15,5025.0,1213.0,0.8598646826171875,-0.37077769993314935,0.04870765498308337,-1.4587139464520316,0.03408451152133388,-0.0018064914737534717
COIN,2026-08-17,end,2026-08-20,call,0,172.5,3.2,3.1,3.4,11827.0,1069.0,0.9233406103515626,0.5032970982648323,0.047892601192456925,-1.6699379803132994,0.03598819826699058,0.002287262499801568
COIN,2026-08-17,end,2026-08-20,put,0,172.5,3.67,2.95,3.45,2414.0,245.0,0.8676771044921875,-0.49769098434342585,0.0509659099769838,-1.5523080306396053,0.035988824568801904,-0.0024374627520741894
COIN,2026-08-17,end,2026-08-20,call,1,175.0,2.3,2.22,2.4,23890.0,4496.0,0.9584965087890623,0.3908778935177847,0.044400653131978315,-1.6664546500305375,0.03463455689459103,0.0017822190080998064
COIN,2026-08-17,end,2026-08-20,put,1,175.0,5.0,4.5,5.05,955.0,1134.0,0.9047861083984375,-0.6165269014070132,0.046776301417528345,-1.5469160502732355,0.03444304548469613,-0.0030416971421912188
COIN,2026-08-17,end,2026-08-20,call,2,177.5,1.53,1.54,1.72,6646.0,602.0,0.9965820654296875,0.2958356481928801,0.03842817797401856,-1.5580220212332292,0.031166827873636817,0.0013521298144022588
COIN,2026-08-17,end,2026-08-20,put,2,177.5,6.63,6.4,7.6,179.0,66.0,1.0664109179687502,-0.690671879903123,0.0366370123349578,-1.6826020782020854,0.031796138149509254,-0.0034527048279755146
GOOGL,2026-08-17,end,2026-08-20,call,-2,335.0,6.05,6.0,6.55,607.0,3607.0,0.4062559375,0.7895014880813676,0.03983945937395498,-1.0719599273921083,0.05146217158614557,0.007188574246996021
GOOGL,2026-08-17,end,2026-08-20,put,-2,335.0,0.57,0.54,0.63,7364.0,6260.0,0.3557193334960937,-0.17978590493382463,0.04133750808074706,-0.8253033093885208,0.04675485490086637,-0.0016951072242420214
GOOGL,2026-08-17,end,2026-08-20,call,-1,337.5,4.21,4.15,4.4,913.0,812.0,0.3532779516601562,0.6985752368822572,0.05531208911516014,-1.121178909059675,0.06213145818662089,0.006398918729277268
GOOGL,2026-08-17,end,2026-08-20,put,-1,337.5,1.08,0.99,1.1,10891.0,4896.0,0.33228206787109377,-0.2904570326437612,0.057814670492042745,-1.00468902008737,0.061082936915472334,-0.0027408074192625796
GOOGL,2026-08-17,end,2026-08-20,call,0,340.0,2.64,2.55,2.76,7571.0,5226.0,0.3391179370117187,0.5499365966030562,0.06545632858486027,-1.2154601966894971,0.07057930128799211,0.005056668950112189
GOOGL,2026-08-17,end,2026-08-20,put,0,340.0,1.9,1.83,1.99,11535.0,9580.0,0.3249579223632812,-0.4481991346442833,0.06826744716854957,-1.1303837866080166,0.07053679832547495,-0.004237317259381798
GOOGL,2026-08-17,end,2026-08-20,call,1,342.5,1.38,1.39,1.52,10794.0,1430.0,0.3254461987304687,0.382079167287533,0.06571990402362837,-1.119674250879191,0.06800660185314128,0.00352410164551915
GOOGL,2026-08-17,end,2026-08-20,put,1,342.5,3.23,2.99,3.4,4323.0,2960.0,0.3327703442382813,-0.6152550153573759,0.06440665478146307,-1.112267369638618,0.06814755984475872,-0.005834992918946057
GOOGL,2026-08-17,end,2026-08-20,call,2,345.0,0.7,0.68,0.75,15161.0,7421.0,0.32031929687499994,0.22999288520944955,0.05316091514677807,-0.8750408210770069,0.054144020551076644,0.002125868699044191
GOOGL,2026-08-17,end,2026-08-20,put,2,345.0,5.01,4.7,5.2,784.0,3571.0,0.34229173339843744,-0.7550058536051651,0.05150438810534261,-0.9327417525315332,0.056055159604964204,-0.007188532553122471
PLTR,2026-08-17,end,2026-08-20,call,-2,170.0,4.54,4.45,4.7,1911.0,11941.0,0.5576216113281252,0.790169512483136,0.05673449728119229,-0.74479131327032,0.02622966688252516,0.0036402533909223834
PLTR,2026-08-17,end,2026-08-20,put,-2,170.0,0.59,0.57,0.6,17671.0,17176.0,0.5459029785156251,-0.20505124707812017,0.057168453255369844,-0.7025801398263165,0.025874851922152508,-0.0009931938941323975
PLTR,2026-08-17,end,2026-08-20,call,-1,172.5,2.75,2.75,2.82,6967.0,4161.0,0.5444381494140625,0.6230737968738664,0.07661399962264591,-0.9521279632046182,0.03458299894151518,0.0028929966109547574
PLTR,2026-08-17,end,2026-08-20,put,-1,172.5,1.29,1.27,1.31,16187.0,9575.0,0.534184345703125,-0.3748477829563238,0.07794946714663181,-0.9153403545998333,0.03452313882480527,-0.0018216748438404063
PLTR,2026-08-17,end,2026-08-20,call,0,175.0,1.47,1.46,1.51,25200.0,13882.0,0.5380905566406251,0.4231092961054579,0.07990680265598338,-0.9664304933158614,0.035648814404015274,0.001975688452470126
PLTR,2026-08-17,end,2026-08-20,put,0,175.0,2.53,2.46,2.52,12126.0,6946.0,0.5283250292968751,-0.5784955433522923,0.0813184107559217,-0.9304903443144339,0.035620173890604956,-0.002825041015611843
PLTR,2026-08-17,end,2026-08-20,call,1,177.5,0.68,0.67,0.7,22086.0,8850.0,0.5366257275390626,0.2421030470195018,0.06392475796279232,-0.7673144559533635,0.028441110500538193,0.0011349920139141032
PLTR,2026-08-17,end,2026-08-20,put,1,177.5,4.17,4.1,4.3,1672.0,1360.0,0.5278367529296876,-0.761664106857434,0.06443610773612324,-0.7303584640214443,0.02819907694773325,-0.003744800756021301
PLTR,2026-08-17,end,2026-08-20,call,2,180.0,0.28,0.27,0.28,26740.0,33469.0,0.5390671093750001,0.11664206391126886,0.039944570820148795,-0.4832236143831161,0.017852809093865288,0.0005483404951432116
PLTR,2026-08-17,end,2026-08-20,put,2,180.0,6.32,6.0,6.5,544.0,2959.0,0.5009815527343751,-0.9005382414358819,0.038320917061406216,-0.38218266334471473,0.015917087187929342,-0.004462784265115952
SHOP,2026-08-17,end,2026-08-20,call,-2,145.0,3.55,2.63,3.45,94.0,3185.0,0.569340244140625,0.6981371675119497,0.07949384463586674,-0.7747460461526522,0.026860251479204855,0.002731552760974973
SHOP,2026-08-17,end,2026-08-20,put,-2,145.0,0.58,0.5,0.71,157.0,4782.0,0.5127001855468749,-0.2832331659576277,0.08570041723078681,-0.6641733683831045,0.026076608116135467,-0.00116141582307331
SHOP,2026-08-17,end,2026-08-20,call,-1,146.0,1.89,2.01,2.61,1.0,142.0,0.5400436621093752,0.618861885754868,0.09160294375425693,-0.8017657007702973,0.029359117258986246,0.0024319311750074877
SHOP,2026-08-17,end,2026-08-20,put,-1,146.0,0.88,0.75,1.04,24.0,197.0,0.5097705273437501,-0.3749295230736367,0.09655173537098165,-0.7388301097018637,0.029210533996209626,-0.001540198898624686
SHOP,2026-08-17,end,2026-08-20,call,0,147.0,1.5,1.55,1.78,128.0,149.0,0.5122119091796875,0.5250497221325483,0.10090223629821182,-0.7932220152576149,0.030672922191077007,0.0020713512904826543
SHOP,2026-08-17,end,2026-08-20,put,0,147.0,1.06,1.06,1.6,75.0,212.0,0.5498091894531252,-0.47590430362908287,0.09401618005492128,-0.8360695803390639,0.030677452005569573,-0.0019626440933217834
SHOP,2026-08-17,end,2026-08-20,call,1,148.0,1.13,1.01,1.33,84.0,56.0,0.5014698291015626,0.4228206052184302,0.10132875861355474,-0.7623250988585306,0.03015658923302955,0.0016727293259021024
SHOP,2026-08-17,end,2026-08-20,put,1,148.0,1.46,1.63,2.11,175.0,403.0,0.5410202148437502,-0.5708177292439923,0.09420605263839005,-0.8095031914479702,0.030248022587893733,-0.0023592743471698586
SHOP,2026-08-17,end,2026-08-20,call,2,149.0,0.78,0.66,0.9,76.0,75.0,0.5346726220703125,0.3366839288002859,0.08862073590157023,-0.7567070781503265,0.028120820496074207,0.0013328212007423746
SHOP,2026-08-17,end,2026-08-20,put,2,149.0,2.0,2.23,2.83,9.0,144.0,0.5732464550781251,-0.6521806152473646,0.08368203634365357,-0.8059749287645829,0.028469399527196352,-0.0027070455180548112
XOM,2026-08-17,end,2026-08-20,call,-2,160.0,6.2,5.85,6.85,1273.0,6522.0,0.5429733203125001,0.910669514297237,0.03419932416475595,-0.3959921298574583,0.014044420016610796,0.003971067274490354
XOM,2026-08-17,end,2026-08-20,put,-2,160.0,0.02,0.02,0.04,402.0,1620.0,0.38672488281249995,-0.03016088509930437,0.020321072418179792,-0.11441632618697682,0.005943695265251663,-0.00013837876934823834
XOM,2026-08-17,end,2026-08-20,call,-1,162.5,4.25,3.25,4.55,261.0,3848.0,0.6630893066406252,0.7454622954610627,0.05563077222823006,-0.9370925733811277,0.027899402839783267,0.003268374210094112
XOM,2026-08-17,end,2026-08-20,put,-1,162.5,0.12,0.12,0.17,877.0,1017.0,0.35352208984374994,-0.11215194846332255,0.062014802721716715,-0.29118600327226046,0.016581343537296383,-0.0005151384826613785
XOM,2026-08-17,end,2026-08-20,call,0,165.0,2.2,1.78,2.03,2308.0,7452.0,0.39893179199218753,0.6360500883827599,0.10823609661310882,-0.6619136181938674,0.03265717130287899,0.002839434300082363
XOM,2026-08-17,end,2026-08-20,put,0,165.0,0.64,0.49,0.64,1524.0,1587.0,0.32471378417968744,-0.3361059935277513,0.1291756138120327,-0.5093324752515571,0.03172408126306001,-0.0015473531835590592
XOM,2026-08-17,end,2026-08-20,call,1,167.5,0.53,0.46,0.63,1477.0,2978.0,0.3398503515625,0.3298515260384797,0.12250870789986412,-0.5405774946330374,0.03148926166504033,0.0014841108613544518
XOM,2026-08-17,end,2026-08-20,put,1,167.5,1.72,1.44,1.95,1148.0,102.0,0.3305731005859375,-0.6747878716881226,0.12522587361274978,-0.5059247946430735,0.031309012950335925,-0.0031247853770624396
XOM,2026-08-17,end,2026-08-20,call,2,170.0,0.11,0.1,0.13,9380.0,17793.0,0.33399103515625,0.09752036647287293,0.059320383962073335,-0.2518673016567562,0.014984648434311904,0.00044028885500440327
XOM,2026-08-17,end,2026-08-20,put,2,170.0,3.8,2.85,4.4,126.0,268.0,0.5361374511718751,-0.7877531015097099,0.06219775030141446,-0.6623667484849517,0.025220785975760697,-0.0037060890153814514
AMD,2026-08-17,end,2026-08-20,call,-2,465.0,8.31,8.1,8.5,6682.0,981.0,0.594730615234375,0.6274564406396648,0.02589336798806853,-2.794032965081118,0.09298307136575625,0.0078420211788907
